,"data[, 1]",default,Predicted_data,CreditLimit,Sex,Education,MaritalStatus,Age,RPStatusSep,RPStatusAug,RPStatusJuly,RPStatusJune,RPStatusApril,BILL_AMT_August,BILL_AMT_July,BILL_AMT_May,BILL_AMT_April,PAY_AMT_Sept,PAY_AMT_August,PAY_AMT_July,PAY_AMT_June,PAY_AMT_May,PAY_AMT_April,Predicted_data
27090,27090,0,0,150000,1,2,2,35,0,0,0,0,0,61331,56523,51005,47471,2116,2549,2406,2000,1655,2111,0
27093,27093,0,0,50000,1,2,1,36,-1,-1,-1,-1,0,815,1104,8989,8443,1000,1104,9182,275,801,184,0
27095,27095,0,0,190000,1,3,2,35,0,0,0,0,0,170290,175630,161319,151119,6500,8031,7510,5500,6000,5500,0
27096,27096,0,0,140000,1,2,2,30,-1,-1,-1,-1,-1,54700,34050,3000,49128,54700,34050,3000,3000,49128,5000,0
27105,27105,0,0,10000,1,2,1,44,-1,-1,-1,-1,-2,390,0,0,0,390,0,780,0,0,0,0
27106,27106,1,0,60000,1,2,1,47,0,0,0,0,2,30333,31835,38127,37382,1500,2000,2300,5100,0,2000,0
27113,27113,1,0,260000,1,6,1,48,0,0,0,0,0,65892,60762,51391,43070,19020,19002,19001,20002,18063,119660,0
27115,27115,0,0,110000,1,1,2,33,0,0,0,0,0,12633,88334,23687,26567,4018,80004,1500,12013,7000,2000,0
27118,27118,0,0,360000,1,3,1,42,0,0,0,0,0,217735,207215,187693,177338,8006,7506,7006,7006,6103,5506,0
27136,27136,0,0,500000,1,2,1,47,-1,-1,-1,-1,-1,17849,12818,11416,36000,18011,12818,5674,11416,36018,14537,0
27140,27140,1,1,200000,1,1,1,46,2,2,2,2,2,65506,66872,79104,80692,3000,3000,0,15000,3000,3000,1
27146,27146,1,0,400000,1,3,1,42,0,0,0,0,0,97074,98274,58612,55610,5000,3532,4005,1482,1452,3000,0
27147,27147,0,0,320000,1,2,1,33,0,0,0,0,0,136709,81130,105623,107549,68000,12000,25000,3208,4031,94390,0
27148,27148,0,0,340000,1,1,2,38,-1,-1,-2,-2,-2,1868,1135,0,0,1868,1144,0,0,0,0,0
27155,27155,1,1,20000,1,2,1,43,2,2,2,2,3,17069,17818,19657,19072,3000,1300,3000,0,0,0,1
27159,27159,1,0,20000,1,2,1,43,0,0,0,0,0,14102,14870,16436,16781,1600,1300,1500,588,610,611,0
27164,27164,0,1,10000,1,1,1,42,4,3,2,2,0,6494,6247,7701,7787,0,0,2000,0,359,331,1
27165,27165,0,0,50000,1,2,2,42,0,0,0,0,0,8291,9649,11292,11610,1200,1500,1500,500,500,500,0
27167,27167,0,0,10000,1,3,2,44,1,2,0,0,0,7542,8561,9761,10106,0,1149,1159,349,502,200,0
27169,27169,0,0,20000,1,1,2,29,0,0,0,2,0,14897,17512,17368,17959,1600,3170,0,1000,1000,3000,0
27174,27174,0,0,160000,1,3,1,33,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,0
27178,27178,0,0,340000,1,1,1,42,-2,-2,-2,-2,-2,2913,340,13045,14006,2913,340,2823,13062,14016,4513,0
27182,27182,0,0,230000,1,1,1,45,0,0,0,0,0,26071,27937,29202,29683,1500,2200,2000,1100,1000,980,0
27187,27187,0,0,200000,1,1,2,28,-1,-1,-1,-1,-1,2256,9552,3400,3286,2256,9588,5135,3487,3295,7791,0
27205,27205,0,0,130000,1,3,1,39,0,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,0
27208,27208,0,0,190000,1,2,1,41,0,0,0,2,0,67540,116043,89331,91477,3000,50030,130,5000,4000,5000,0
27209,27209,0,0,20000,1,1,1,41,0,0,0,0,0,18510,16077,11286,12833,1507,4011,5066,1003,7000,3000,0
27210,27210,1,0,50000,1,2,1,40,0,0,2,2,2,46526,46831,50540,48700,5000,2175,5520,2000,302,2000,0
27212,27212,1,1,60000,1,3,2,31,2,2,2,2,0,30841,34336,35615,38027,0,4000,0,3000,3000,2000,1
27216,27216,0,0,220000,1,1,1,37,-1,-1,-1,0,-1,17039,7113,1727,4201,20059,7540,9571,1739,4918,0,0
27222,27222,1,1,300000,1,2,2,36,2,2,2,2,2,291282,293497,291883,297169,13003,9003,8114,4403,8838,604,1
27223,27223,1,0,160000,1,1,2,30,1,-1,-1,-1,-1,650,0,325,325,650,0,650,0,325,325,0
27227,27227,0,0,320000,1,1,1,33,-2,-2,-2,-2,-2,4094,4664,22483,4097,4114,4687,3985,22595,4117,5838,0
27228,27228,0,0,390000,1,1,1,35,-1,-1,0,0,0,83728,67892,68949,52724,83728,2637,2576,5000,2724,2000,0
27234,27234,0,0,360000,1,1,1,32,-1,-1,-1,-1,-1,2708,5562,8413,3079,2721,5588,3924,8454,3093,4095,0
27240,27240,0,0,240000,1,1,1,39,-1,-1,-1,-1,-1,3192,4389,5413,1899,3192,4397,10179,5413,1899,21986,0
27250,27250,0,0,50000,1,2,2,30,1,-1,-1,-1,0,676,-104,9927,9339,676,0,10500,337,333,407,0
27251,27251,0,0,210000,1,1,1,33,0,0,0,0,0,150011,139854,136674,136196,4830,4700,4515,4426,4436,4765,0
27257,27257,0,0,150000,1,3,1,45,-2,-2,-2,-2,-2,349,8362,1594,1385,350,8403,886,1602,1391,1156,0
27259,27259,0,0,530000,1,1,1,35,0,0,0,0,0,335081,333120,282876,288945,12188,12639,11123,9600,10028,16947,0
27260,27260,1,1,20000,1,1,2,30,2,2,2,2,0,17272,19820,19646,20527,1000,2832,0,658,1151,0,1
27270,27270,0,0,380000,1,2,1,37,0,0,0,0,0,288614,245375,209711,185920,12036,11483,9578,6884,6549,6520,0
27291,27291,0,0,240000,1,2,3,35,0,0,0,0,0,16427,16475,9384,8171,1505,1327,1500,500,500,2000,0
27293,27293,0,0,450000,1,1,1,37,-2,-2,-2,-2,-2,16662,19428,23787,41175,16662,19432,3005,23788,41214,36472,0
27294,27294,0,0,10000,1,3,2,34,0,0,0,0,0,8813,8464,9716,9960,1100,2148,1158,400,400,400,0
27298,27298,1,0,20000,1,3,2,43,0,0,0,0,0,16930,17954,19404,19962,1280,1304,1316,754,931,463,0
27300,27300,0,0,250000,1,1,2,32,-1,-1,-1,-1,-1,74048,29381,34020,4575,74081,29403,56692,34055,4575,0,0
27304,27304,0,0,120000,1,1,2,31,0,0,0,0,0,68574,71849,83137,51377,5000,5000,5000,10000,5000,5000,0
27305,27305,0,0,200000,1,1,2,31,-2,-2,-2,-2,0,1199,933,55272,58587,5006,938,21380,58007,51413,7738,0
27307,27307,0,0,20000,1,2,2,44,0,-1,-1,0,0,203,19378,19962,19981,203,20710,1305,696,712,860,0
27311,27311,0,0,20000,1,2,1,34,0,0,0,0,0,2164,1854,3435,4435,2005,1200,1500,300,1000,95,0
27313,27313,0,0,400000,1,1,1,49,-1,-1,-1,-1,-2,58265,49415,0,0,58265,49415,0,0,0,0,0
27319,27319,0,0,390000,1,1,2,37,-2,-2,-2,-2,-2,0,0,0,4792,0,0,0,0,4792,490,0
27320,27320,0,0,340000,1,3,1,43,0,0,2,2,0,268949,283400,282890,304280,22000,20251,0,10176,26000,12000,0
27328,27328,0,0,20000,1,3,1,30,0,0,0,0,0,17834,18790,20001,17985,1500,1400,0,47700,700,1000,0
27334,27334,0,0,110000,1,2,2,42,0,0,2,2,0,57376,57876,58359,109312,5150,2000,0,2800,54000,0,0
27339,27339,0,0,440000,1,1,2,33,-1,-1,-1,-1,-1,16911,5945,1176,18377,16911,5945,17165,0,18377,1759,0
27343,27343,0,0,500000,1,1,2,37,0,0,0,0,0,45984,44584,21140,16072,1862,1593,1538,835,451,553,0
27347,27347,0,0,20000,1,2,2,30,0,0,-1,0,0,4704,15226,16128,19800,2000,15300,2000,0,4200,0,0
27351,27351,1,0,200000,1,1,2,32,-1,-1,-1,-2,-2,2182,0,0,0,2182,0,0,0,0,0,0
27354,27354,1,1,280000,1,2,2,38,2,2,2,2,0,168581,170775,168739,166757,9000,6000,5,5858,5741,5608,1
27356,27356,0,0,260000,1,1,2,45,-1,-1,-2,-1,-1,-900,-900,897,4641,0,0,2805,2,4654,3661,0
27358,27358,0,0,260000,1,1,2,29,0,0,0,0,0,52079,52083,47500,45030,6000,6000,5000,5000,4000,5000,0
27363,27363,0,0,130000,1,2,2,27,0,0,0,-2,-2,12390,0,0,0,1400,0,0,0,0,0,0
27364,27364,0,0,130000,1,1,2,27,0,0,0,-2,-2,47836,0,0,0,2000,0,0,0,0,0,0
27366,27366,0,0,20000,1,3,1,28,0,0,0,2,0,19519,20464,19978,11680,1304,2900,0,773,626,8554,0
27367,27367,0,0,390000,1,1,2,28,0,0,0,0,0,19521,28868,21907,8205,6000,10000,2000,15000,5000,2000,0
27370,27370,0,0,240000,1,2,1,33,-2,-1,0,0,0,7549,127494,99867,99410,7575,125335,3358,2784,2833,2806,0
27372,27372,0,0,420000,1,1,2,31,-2,-2,-2,-2,-2,72910,18030,11562,46623,35527,18442,11943,11620,46856,21802,0
27373,27373,1,1,120000,1,1,2,33,2,0,0,0,0,52592,53748,56445,58032,2000,2000,2000,2500,2500,2500,1
27377,27377,0,0,350000,1,2,2,40,0,0,0,0,-1,29334,30900,223,223,1500,2000,0,223,223,223,0
27381,27381,0,0,430000,1,3,1,36,0,0,0,0,0,39897,48916,27796,29340,5000,10000,4000,1500,2000,2000,0
27382,27382,0,0,200000,1,3,3,48,-1,-1,-1,-1,0,4760,3529,38079,0,4780,3529,11726,35000,0,0,0
27383,27383,0,0,180000,1,1,2,35,0,0,0,0,0,46545,43604,19360,20650,3022,3005,3002,3004,3000,0,0
27384,27384,0,0,200000,1,1,1,35,0,0,0,0,0,28425,20289,149388,136192,9000,2000,31162,157142,10418,69238,0
27388,27388,0,0,120000,1,2,1,43,-1,-1,-2,-1,-1,2809,1021,3868,2980,2816,1021,2321,3868,2980,0,0
27389,27389,0,0,360000,1,1,2,37,1,-1,-1,-1,-1,513,1070,2107,627,515,1075,0,2117,630,375,0
27393,27393,0,0,160000,1,2,1,46,0,0,0,0,0,114956,114531,106967,109245,4200,5555,4000,4000,4000,4200,0
27395,27395,0,0,300000,1,2,1,40,0,0,0,0,0,28048,30582,35498,39902,3000,3000,3000,3000,5000,5000,0
27396,27396,0,0,500000,1,3,1,43,0,0,0,0,0,54997,44226,37311,27068,4060,5014,5005,4000,5000,0,0
27397,27397,0,0,230000,1,2,1,39,1,-1,2,0,-1,16659,1982,991,5400,18675,0,991,0,5400,0,0
27403,27403,0,0,20000,1,2,3,37,0,0,0,0,0,20302,19200,17953,19299,2000,1500,2000,2000,2000,1000,0
27409,27409,0,0,80000,1,2,1,45,-1,-1,-1,-1,-1,40000,0,71637,7893,40000,0,2303,71637,1796,0,0
27410,27410,0,0,110000,1,2,2,29,0,0,0,0,0,31495,27682,29442,30213,2000,1800,1500,1500,1400,5002,0
27411,27411,0,0,280000,1,2,2,30,0,0,0,0,0,267238,273951,130384,102181,10000,11075,8972,5182,10000,4000,0
27413,27413,0,0,170000,1,3,1,45,-1,0,0,0,0,40441,40937,34894,36829,10000,5000,2000,2000,3000,2000,0
27418,27418,0,0,210000,1,1,2,39,-2,-2,-2,-2,-2,7615,0,0,0,7637,0,0,0,0,14263,0
27420,27420,1,0,50000,1,1,1,45,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,0
27421,27421,0,0,300000,1,2,1,35,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
27426,27426,1,0,350000,1,2,1,36,0,0,-1,0,-1,16666,32597,16666,32809,1000,32597,1000,16666,32809,526,0
27429,27429,1,0,20000,1,3,2,40,0,0,0,0,-1,18897,34964,9620,780,1590,1208,1276,520,1560,0,0
27431,27431,1,0,50000,1,2,1,40,0,0,0,0,0,28526,60032,19600,19405,1600,2018,1500,1000,1500,1000,0
27435,27435,1,0,90000,1,2,1,42,0,0,0,0,-2,90651,92400,0,0,5000,4500,0,0,0,0,0
27436,27436,0,0,210000,1,1,2,32,0,0,0,0,0,218317,73874,96844,94731,10000,5000,5000,30000,4500,15000,0
27438,27438,0,0,400000,1,2,1,46,0,0,0,0,0,98056,141712,125687,128018,8000,128000,5000,5000,5000,5000,0
27441,27441,1,1,500000,1,1,1,35,2,0,0,-1,0,473584,167682,508213,496801,24913,5872,508229,18089,14070,15009,1
27442,27442,1,0,300000,1,2,2,38,1,-1,3,2,-1,780,780,390,390,1560,0,0,390,390,540,0
27445,27445,0,0,410000,1,1,2,32,0,0,0,0,0,202511,199348,101962,104837,7000,9000,9000,5000,5000,5000,0
27446,27446,0,0,80000,1,1,2,33,0,0,0,0,0,78259,79286,49743,48969,3492,3593,3006,1729,2000,1900,0
27448,27448,0,0,140000,1,3,2,33,-2,-2,-2,-2,-2,473,-27,0,9386,473,0,3815,0,9386,722,0
27451,27451,0,0,200000,1,1,2,33,-1,-1,-1,0,-1,1964,12181,1114,8314,4994,12181,2000,1114,8314,1114,0
27452,27452,0,0,110000,1,2,2,42,0,0,0,0,0,83483,74258,69895,72234,5000,10000,3000,6000,3300,5000,0
27453,27453,1,1,230000,1,2,2,41,2,0,0,0,0,229701,229250,213420,218809,10000,11000,9000,9000,9000,9000,1
27455,27455,0,0,50000,1,2,2,49,1,2,0,0,0,45915,46686,14253,15479,0,2200,2000,1000,2000,2000,0
27457,27457,0,0,310000,1,1,1,50,-1,-1,-1,-1,-1,396,0,1645,1287,396,0,942,1645,1287,2077,0
27465,27465,0,0,70000,1,3,1,50,0,0,0,0,0,70413,70004,28931,29143,3220,2220,28931,1000,1050,1052,0
27466,27466,0,0,110000,1,2,1,50,1,-1,0,0,0,50928,54711,18030,18367,62000,5000,3000,2000,1000,2000,0
27467,27467,0,0,250000,1,2,1,50,0,0,0,0,-1,182156,121786,-494,1541,9000,5000,0,0,2200,0,0
27468,27468,1,1,550000,1,3,1,50,2,2,2,0,2,534289,494690,501474,446605,51500,0,19067,35696,0,18169,1
27471,27471,1,1,20000,1,2,1,47,2,0,0,0,0,17917,18600,19022,19046,1295,1368,1192,570,606,600,1
27481,27481,0,0,500000,1,1,1,57,-2,-2,-2,-2,-2,29914,8340,15662,28935,29914,8340,16561,15701,28935,10000,0
27484,27484,0,1,10000,1,3,2,56,2,2,0,0,0,8570,6101,7258,7777,0,1500,2000,2000,2000,2000,1
27493,27493,0,0,30000,1,2,1,49,0,0,0,0,0,28853,30107,29472,27729,2000,3000,4000,2000,4000,2000,0
27499,27499,1,1,500000,1,3,1,55,2,0,0,0,0,512526,334227,125936,91382,37300,11000,4500,4000,4000,100000,1
27500,27500,1,1,20000,1,2,1,59,3,2,3,3,2,7759,8486,7930,8650,2000,1000,0,0,1000,0,1
27502,27502,1,0,80000,1,6,1,54,0,0,0,0,0,61808,62290,26210,17643,2545,2208,1336,2232,542,348,0
27504,27504,0,0,20000,1,3,2,62,0,0,0,0,0,17314,18343,18541,18929,1286,1315,1303,663,686,744,0
27508,27508,1,0,80000,1,2,1,54,0,0,0,0,0,77652,77980,50209,49762,2779,3075,5000,1750,1810,3000,0
27515,27515,0,0,320000,1,1,1,51,-2,-2,-2,-2,-2,556,1622,5781,3896,556,1622,7762,5781,3896,2182,0
27522,27522,0,0,20000,1,2,2,56,0,0,2,2,0,17819,18239,12393,13037,3000,1000,1500,0,1000,1000,0
27528,27528,1,0,110000,1,2,1,51,0,0,0,0,0,55126,57239,48308,49693,1972,3000,49000,1569,2000,2000,0
27544,27544,1,0,50000,1,3,1,55,0,0,0,0,2,41382,49943,30970,30362,1800,9331,1500,4549,0,1092,0
27545,27545,0,0,20000,1,2,1,62,1,2,2,0,0,18563,17982,19035,20236,1612,0,1289,665,1491,0,0
27546,27546,1,0,260000,1,3,1,52,0,0,0,0,0,184144,140829,114581,111726,7299,5375,4227,4052,3941,3626,0
27550,27550,1,0,30000,1,3,1,53,1,2,2,2,2,20250,19637,21059,23716,2500,0,2403,0,3000,0,0
27556,27556,0,0,360000,1,3,2,54,-2,-2,-2,-2,-2,390,390,390,390,390,390,390,390,390,96702,0
27566,27566,0,0,360000,1,1,1,57,1,-2,-1,-1,-2,0,860,-46,-46,0,860,246,0,0,0,0
27568,27568,0,0,180000,1,3,2,55,0,0,0,0,0,186835,182287,145387,137632,6900,7100,5659,5100,4900,4400,0
27571,27571,0,0,20000,1,1,1,52,0,0,-1,-1,0,19965,390,780,780,1600,390,390,780,0,10400,0
27575,27575,0,0,50000,1,3,1,54,0,0,0,0,0,47080,48813,18000,17538,2100,3000,2000,1200,1000,3000,0
27577,27577,0,0,260000,1,1,1,59,-1,-1,-1,-1,-1,-627,4134,1309,2557,627,7388,792,1312,2564,804,0
27578,27578,1,0,40000,1,3,1,50,1,2,0,-1,-2,34625,36757,0,0,0,3078,21650,0,0,0,0
27579,27579,0,0,30000,1,2,2,60,0,0,0,0,0,24582,25711,26948,14648,1398,1527,1430,764,530,655,0
27596,27596,1,0,50000,2,2,1,38,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
27597,27597,0,0,210000,2,1,2,29,-1,-1,-1,-1,-1,1080,2855,8307,1747,1088,2855,20787,8314,1747,309,0
27598,27598,0,0,150000,2,1,2,26,0,0,0,0,0,20263,21332,22700,23184,1700,1700,1700,1000,1000,1000,0
27599,27599,0,0,190000,2,2,1,29,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
27601,27601,0,0,100000,2,1,2,28,0,0,0,0,0,9089,13534,6700,7730,5800,6000,4375,6700,3000,0,0
27604,27604,0,0,100000,2,2,2,28,0,0,0,0,0,51813,53416,33177,42560,1959,2545,1513,1268,10000,10000,0
27607,27607,1,0,60000,2,2,1,24,0,0,0,0,0,61764,62254,33190,32243,2212,3100,2000,1111,1122,1208,0
27608,27608,0,0,140000,2,3,2,26,0,0,0,0,0,93443,57219,48323,45082,3514,3000,2000,2000,1636,1686,0
27610,27610,0,0,200000,2,2,2,26,0,0,-2,-2,0,0,0,3533,4053,0,0,0,3533,1000,1500,0
27613,27613,1,1,50000,2,2,2,25,2,2,2,2,2,34937,34394,37105,37866,1800,300,3000,1500,1500,0,1
27618,27618,0,0,30000,2,2,2,22,1,2,0,0,0,17085,17003,6508,8459,1500,1396,2000,178,2000,2000,0
27620,27620,1,0,20000,2,2,2,22,0,0,0,0,0,16561,17280,18341,19569,1575,1294,1596,655,1669,0,0
27622,27622,0,0,80000,2,2,2,23,-1,0,0,0,0,78589,77461,46766,47630,3015,2810,2000,2000,2000,1800,0
27624,27624,1,1,80000,2,1,2,23,2,2,2,0,0,84787,77572,49823,50680,7100,0,3500,2500,2000,2000,1
27625,27625,0,0,50000,2,1,2,23,0,0,0,0,2,49918,51402,50679,51568,2200,2600,2500,3800,2200,0,0
27626,27626,0,0,50000,2,2,2,24,-1,-1,-2,-1,0,0,0,11330,12144,0,0,51400,11330,1000,1000,0
27633,27633,0,0,50000,2,1,2,23,0,0,2,0,0,12493,10447,9195,4995,3000,0,2020,0,100,2000,0
27639,27639,0,0,20000,2,2,2,23,0,0,0,2,0,16082,17952,17816,19697,1266,2136,1000,0,1881,0,0
27641,27641,0,0,20000,2,1,2,24,0,0,0,0,0,13327,11789,13244,13539,1183,2000,1200,2244,506,561,0
27645,27645,0,0,130000,2,2,1,24,0,0,0,0,0,68223,70638,74877,76334,3000,3001,3000,2500,2200,2200,0
27652,27652,0,0,50000,2,1,2,23,1,-1,-1,-2,-2,11361,0,0,0,12058,0,0,0,0,0,0
27654,27654,1,1,80000,2,2,2,22,2,2,0,0,0,76708,39701,41525,42394,0,3320,1980,1484,1536,1548,1
27655,27655,1,1,10000,2,3,2,22,2,0,0,0,0,10063,9272,8989,9202,2500,1000,0,30000,500,953,1
27658,27658,0,1,50000,2,2,2,23,2,0,0,0,0,45880,42621,18775,19590,1998,2198,1300,655,1100,654,1
27659,27659,0,0,20000,2,2,2,22,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
27660,27660,1,1,60000,2,1,2,27,2,2,0,0,2,19625,20347,23005,22499,900,1342,1664,2000,0,900,1
27661,27661,0,0,50000,2,2,2,23,-1,0,0,2,0,10446,12595,9914,9875,1502,2651,500,500,500,500,0
27666,27666,1,0,50000,2,3,2,24,0,-1,-1,2,-1,16877,9673,6701,15567,22514,4000,8,3000,19000,3500,0
27669,27669,1,0,110000,2,1,2,24,1,2,0,0,0,109871,110565,110952,109169,0,4000,7000,7766,3982,5000,0
27673,27673,0,0,50000,2,2,2,23,0,0,0,0,0,48529,44669,46592,47568,2000,1743,1758,1666,1725,2128,0
27678,27678,0,0,30000,2,1,2,24,-1,0,0,0,0,2621,4211,4805,2848,2000,2000,1000,96,0,3000,0
27684,27684,1,1,30000,2,2,2,22,2,0,0,0,0,25690,27032,29402,29854,1420,1762,1800,2089,1059,1123,1
27685,27685,0,0,120000,2,2,2,24,0,0,0,0,0,53799,53021,49194,48487,2000,2600,4241,1700,2500,1500,0
27686,27686,0,0,30000,2,2,2,24,0,0,0,0,2,21882,22929,26228,25679,2000,1696,3200,1500,0,4306,0
27688,27688,1,0,60000,2,2,1,24,0,0,0,0,2,24404,21849,15488,11348,1700,2000,1200,1000,0,3500,0
27695,27695,0,0,50000,2,3,2,25,0,0,0,0,0,26777,27129,26057,25924,1439,1464,1401,908,935,924,0
27697,27697,1,0,40000,2,1,2,26,1,2,2,2,0,7628,10270,10495,12161,0,2775,0,1000,2000,1800,0
27699,27699,0,0,200000,2,2,1,25,-2,-2,-2,-2,-2,0,1257,0,0,0,1257,0,0,0,0,0
27701,27701,0,0,30000,2,2,2,25,0,0,0,0,-2,16427,17379,0,0,1500,1279,10000,0,0,0,0
27709,27709,1,0,30000,2,2,2,25,0,0,0,0,0,21207,21403,21289,21425,2000,2000,1500,2000,1000,1000,0
27711,27711,0,0,20000,2,2,1,23,0,0,0,0,0,16178,17218,19029,19579,15000,1600,2000,1000,1000,531,0
27722,27722,1,0,150000,2,1,2,24,-1,-1,-1,-1,-1,291,291,658,441,291,291,291,658,441,1197,0
27723,27723,0,1,140000,2,1,2,24,2,0,0,0,0,982,1206,4460,8429,980,1000,5000,0,5000,10000,1
27724,27724,0,1,50000,2,2,2,24,2,0,0,0,0,24197,25226,26760,27318,1395,1424,1436,958,989,1128,1
27725,27725,0,0,30000,2,3,2,24,1,-2,-1,0,0,0,1469,827,0,0,1469,1008,300,0,0,0
27728,27728,1,0,30000,2,2,1,23,0,0,0,0,0,23021,23851,25357,25887,1670,1500,2609,0,930,946,0
27732,27732,0,0,20000,2,1,2,24,0,0,0,2,0,20094,19495,19023,17928,1415,3600,0,700,4500,1900,0
27734,27734,0,0,80000,2,1,2,24,1,2,0,0,0,620,4220,8540,8540,0,3600,4500,0,0,4932,0
27736,27736,0,0,50000,2,2,2,25,0,0,0,0,0,45929,44709,28877,29217,2000,1740,1400,1000,1000,1100,0
27737,27737,1,1,20000,2,1,2,22,2,0,0,0,2,15033,15751,17891,17463,1550,1268,1585,1408,0,1700,1
27746,27746,0,0,290000,2,1,2,24,0,0,-2,-2,0,0,0,2700,1350,0,0,0,2700,0,1350,0
27747,27747,0,0,100000,2,1,1,24,0,0,0,0,0,36404,37813,39634,40493,26404,2000,2001,1700,1650,1800,0
27750,27750,0,0,100000,2,2,1,26,0,0,0,0,0,4911,5933,7102,9966,3000,1106,1115,275,3000,412,0
27752,27752,0,0,110000,2,1,2,23,0,0,0,0,0,79182,76460,41872,38158,3400,4000,2951,1600,1540,1400,0
27756,27756,0,0,50000,2,2,2,22,0,0,0,0,-2,38404,29775,0,0,2100,1800,0,0,0,0,0
27757,27757,0,0,50000,2,2,1,22,0,0,0,0,0,48719,47725,14767,15085,2106,2200,2000,1000,700,800,0
27762,27762,0,0,50000,2,2,1,24,0,0,0,-1,0,15509,7085,8606,2740,1500,2008,10358,1000,1000,4438,0
27764,27764,0,0,50000,2,2,2,24,0,0,0,0,-2,47000,33034,0,0,20002,1000,0,0,0,0,0
27765,27765,0,0,180000,2,2,1,24,0,0,-2,-1,-2,0,0,2190,0,0,0,1000,2190,0,384,0
27766,27766,0,0,80000,2,2,2,25,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
27772,27772,0,0,150000,2,2,2,26,0,0,0,0,0,67855,74494,75678,74235,3083,10000,2554,2566,2600,3016,0
27774,27774,1,1,80000,2,2,1,24,2,2,-1,0,0,-13,4229,4042,6807,0,4242,1032,1000,2812,2248,1
27780,27780,0,0,230000,2,1,2,24,-1,0,0,0,-1,7923,5418,2000,987,7000,1000,0,2000,987,1951,0
27783,27783,0,0,90000,2,1,2,25,0,0,0,0,0,7477,8848,11731,8138,1500,1500,1500,2000,1500,1000,0
27790,27790,0,0,30000,2,1,2,25,0,0,0,0,0,27994,28631,28954,29155,1753,1786,1486,1170,1200,1205,0
27791,27791,1,1,60000,2,2,2,24,2,2,0,0,2,46155,46838,50923,52158,0,1725,4000,2000,2200,2100,1
27792,27792,0,0,230000,2,1,2,25,-2,-2,-2,-2,-2,248,248,248,248,248,248,248,248,248,248,0
27799,27799,0,0,70000,2,2,2,24,0,0,-2,-1,0,0,0,69257,68557,0,0,680,71867,9812,2900,0
27805,27805,1,0,300000,2,2,1,25,1,2,0,0,0,231932,238917,13862,8210,102,11672,9700,1053,2010,13,0
27806,27806,0,0,80000,2,2,2,25,0,0,0,0,0,37853,36230,38575,39590,3015,1155,1940,1500,1174,1300,0
27807,27807,0,0,90000,2,2,1,25,0,0,0,0,0,57846,50663,42599,38559,3043,2018,2033,2016,2010,2010,0
27809,27809,0,0,40000,2,1,2,25,-1,-1,-1,-1,-1,8851,17940,12009,32846,8851,18220,31319,12009,33482,13785,0
27811,27811,0,0,30000,2,2,2,25,0,0,0,0,0,15363,16108,16505,16511,1555,1300,4894,1000,800,2200,0
27814,27814,0,0,50000,2,2,2,28,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
27815,27815,0,0,360000,2,2,1,26,-1,-1,-1,-1,-1,6469,465,1668,2284,6501,467,5452,41,2286,3656,0
27817,27817,0,0,110000,2,2,2,25,-2,-2,-2,-2,-2,-5118,31503,-5000,0,165,36621,1496,10000,5000,0,0
27819,27819,0,0,310000,2,2,2,26,0,0,0,0,0,223308,225574,230902,105844,10000,10000,6000,10000,39000,4000,0
27823,27823,0,0,120000,2,2,1,27,0,0,-1,-1,-2,15000,100,0,0,1000,100,0,0,0,0,0
27834,27834,1,0,130000,2,2,2,26,1,2,0,0,0,96811,99330,91503,91064,0,5000,3358,3500,6000,3500,0
27837,27837,0,0,70000,2,2,2,26,0,0,0,0,0,66348,67292,49303,49350,3000,3100,2400,2000,2000,2000,0
27839,27839,0,0,80000,2,1,2,26,0,-1,-1,2,2,376,2281,355,-520,376,2281,0,0,0,35893,0
27841,27841,0,0,70000,2,1,2,24,0,0,0,2,2,48432,52650,51648,55409,2000,5000,1900,0,4600,0,0
27845,27845,0,0,180000,2,1,2,26,-1,-1,-1,-1,-1,27856,16285,15025,53941,28000,16370,9676,15098,54207,87358,0
27856,27856,0,0,360000,2,1,2,27,-2,-2,-2,-2,-2,3881,2394,2441,2441,3900,2406,2453,2453,2453,2453,0
27862,27862,0,0,210000,2,2,1,25,0,0,0,0,0,94018,96926,101472,103834,5000,4415,6000,3635,4000,5000,0
27863,27863,0,0,270000,2,1,2,27,0,0,0,0,0,200750,204418,173743,149095,9000,9500,8929,7265,5400,5300,0
27868,27868,0,0,140000,2,2,2,26,-1,-1,-1,-1,0,6465,13524,93295,94599,6483,13566,94422,3100,3600,3621,0
27869,27869,1,0,30000,2,3,2,26,0,0,0,0,-1,27594,29717,28762,10404,3000,2595,1200,1020,10404,51000,0
27870,27870,0,0,70000,2,1,2,26,0,0,0,0,0,71377,71225,68427,69893,2791,2939,2364,4876,2557,3599,0
